CUSTOMERID,FREQUENCY,MONETARY,RECENCYDAYS,AVERAGEORDERVALUE
17068,21,4552.14,12,216.77
17660,1,196,141,196
15059,9,1337.72,40,148.64
14276,3,1119.74,98,373.25
12627,7,4478.53,10,639.79
15906,7,1567.69,19,223.96
16441,2,381.2,67,190.6
12695,4,582.1,7,145.53
16987,7,1625.05,3,232.15
13245,1,430.5,50,430.5
17609,5,1112.22,40,222.44
13461,3,1445,38,481.67
16204,1,405.71,23,405.71
16076,10,2234.73,3,223.47
15574,4,702.25,177,175.56
17707,2,152.4,185,76.2
15569,5,1375.71,103,275.14
14185,1,197.65,331,197.65
13751,1,296.25,288,296.25
17027,6,890.29,78,148.38
14870,1,327.25,261,327.25
16833,4,1106.53,1,276.63
12383,5,1850.56,184,370.11
16276,1,810.6,176,810.6
13627,5,1638.47,59,327.69
18079,4,3651.97,45,912.99
15140,7,2354.25,52,336.32
15947,1,1708.24,82,1708.24
16404,1,443.05,70,443.05
14638,1,443.6,50,443.6
14484,1,321.92,50,321.92
16706,3,531.35,37,177.12
17838,5,2779.3,26,555.86
17357,2,388.14,24,194.07
14824,4,1127.71,10,281.93
13680,4,3722.42,1,930.61
16498,2,100.97,161,50.49
15347,1,201.6,366,201.6
14932,1,363.53,365,363.53
16997,3,702,288,234
15146,2,1327.16,164,663.58
14934,2,1890.94,81,945.47
18211,5,600.07,25,120.01
13873,3,389.6,119,129.87
13762,1,306.72,218,306.72
13012,8,1661.84,9,207.73
13052,1,348.15,212,348.15
14888,1,369.2,207,369.2
16338,1,214.8,157,214.8
13296,1,87.4,137,87.4
16426,10,1908.25,2,190.83
15888,1,168.31,80,168.31
15468,2,467.51,51,233.76
13974,1,413.59,49,413.59
13500,3,1166.77,23,388.92
16012,3,1415.29,35,471.76
15017,1,125.58,33,125.58
15870,1,354.09,32,354.09
15113,3,3609.33,9,1203.11
17793,1,323.04,25,323.04
16359,9,1750.92,7,194.55
16200,2,1080.62,4,540.31
17025,3,357.77,60,119.26
14779,3,386.15,280,128.72
14570,2,218.06,280,109.03
14758,4,1484.06,144,371.02
14446,4,1039.58,0,259.9
14593,3,617.99,21,206
15220,6,1778.96,51,296.49
15116,4,1352.75,17,338.19
13388,2,677.1,131,338.55
12644,1,477.91,129,477.91
14631,3,1006.98,50,335.66
13918,2,1212.84,49,606.42
16433,1,184.26,28,184.26
14966,1,191.32,14,191.32
17356,1,178.22,311,178.22
15257,1,317.15,283,317.15
14817,2,1110.34,200,555.17
13035,2,921.88,73,460.94
13389,3,797.96,11,265.99
15205,2,653.24,85,326.62
15307,1,205.3,95,205.3
16959,1,117.35,87,117.35
16689,2,422.6,75,211.3
15937,1,145.35,64,145.35
16932,1,161.94,53,161.94
16986,2,1873.2,29,936.6
17232,2,421.52,2,210.76
15621,4,1293.03,4,323.26
13656,2,379.65,164,189.83
13551,1,91.8,319,91.8
13072,1,177.15,266,177.15
14632,1,114.56,262,114.56
14988,1,334.54,211,334.54
13248,2,465.68,124,232.84
14327,1,311.65,163,311.65
14412,2,770.03,42,385.02
14785,2,77.4,10,38.7
16462,3,136,73,45.33
13848,3,1255,92,418.33
13606,3,280.54,29,93.51
13055,3,1214.41,78,404.8
15705,1,143.1,201,143.1
15245,3,2515.84,134,838.61
17409,2,771.85,184,385.93
17382,1,65.4,65,65.4
17664,2,604.64,18,302.32
12913,5,2483.63,4,496.73
17631,3,528.33,1,176.11
15658,5,1024.1,190,204.82
16494,1,826.53,296,826.53
16297,1,301.9,268,301.9
16965,1,201.19,226,201.19
17187,1,203.95,226,203.95
15322,1,679.68,85,679.68
15264,1,393.74,64,393.74
14537,1,355.56,57,355.56
17502,4,689.1,9,172.28
12882,2,1463.04,9,731.52
18106,1,430.7,329,430.7
14411,1,1063,310,1063
17991,2,93.35,225,46.68
15076,1,880.85,172,880.85
13307,1,15,120,15
16895,1,219.14,64,219.14
16432,1,287.4,64,287.4
13681,4,827.83,17,206.96
12953,1,329.85,9,329.85
14459,1,1837.92,155,1837.92
15216,1,96.6,87,96.6
17125,1,259.35,50,259.35
17329,2,523.11,14,261.56
13596,2,697.04,5,348.52
18032,1,73.5,334,73.5
12574,1,218.45,315,218.45
15408,1,267.18,264,267.18
15225,1,409.4,234,409.4
16963,1,110.55,187,110.55
17046,1,642.02,157,642.02
15325,1,162.29,103,162.29
18001,2,417.23,12,208.62
17333,1,494.25,85,494.25
15341,1,2020.52,80,2020.52
16914,1,208.46,36,208.46
13828,1,209.49,22,209.49
13948,1,102,360,102
17923,1,207.5,282,207.5
13417,2,640.83,4,320.42
17252,2,353.86,116,176.93
16108,1,842.5,84,842.5
16468,1,74.9,74,74.9
17279,1,187.83,57,187.83
15664,1,386.43,50,386.43
13710,1,180.48,31,180.48
17752,1,80.64,359,80.64
14886,1,364.8,252,364.8
12769,1,1143.6,238,1143.6
17553,1,1487.6,129,1487.6
15466,1,334.53,85,334.53
15450,1,429.84,30,429.84
13059,1,183.4,249,183.4
16624,2,810.57,80,405.29
15480,1,905.5,116,905.5
17052,1,413.75,28,413.75
12984,1,97.5,18,97.5
14606,93,12156.65,1,130.72
15881,5,501.39,312,100.28
18176,1,476.35,358,476.35
13397,5,1544.13,72,308.83
12393,4,1582.6,72,395.65
15291,15,4668.3,25,311.22
15061,48,54534.14,3,1136.13
12417,9,3649.1,3,405.46
14935,1,1784.71,297,1784.71
17135,7,1139.73,16,162.82
16389,4,1382.07,53,345.52
13093,8,7832.47,275,979.06
16216,1,914.93,267,914.93
17368,8,1912.67,23,239.08
13636,5,949.12,36,189.82
14339,1,309.52,242,309.52
17975,13,4488.81,15,345.29
17854,2,311.26,185,155.63
16755,3,1496.83,114,498.94
15508,6,1000.27,189,166.71
14534,18,4447.05,2,247.06
17677,30,16363.23,1,545.44
14194,21,11349.52,4,540.45
12757,13,7857.1,15,604.39
17375,3,400.1,199,133.37
15271,15,2507.07,7,167.14
17236,6,916.13,12,152.69
15189,41,16225.39,1,395.74
17706,17,10504.49,4,617.91
14352,4,1078.96,157,269.74
17758,8,3456.7,19,432.09
17596,7,2827.93,23,403.99
13004,18,5655.91,11,314.22
16308,4,2560,37,640
14298,44,51527.3,8,1171.08
15618,4,776.85,32,194.21
15502,12,10384.93,15,865.41
18226,11,5228.05,44,475.28
16813,10,1692.98,8,169.3
17490,7,2092.32,0,298.9
17427,1,100.8,71,100.8
13344,3,2543.72,67,847.91
15106,5,1422.52,17,284.5
13419,1,221.06,63,221.06
12885,3,1175.22,63,391.74
15453,7,1388.37,1,198.34
16463,4,1422.4,21,355.6
15807,3,903.9,50,301.3
15769,26,56252.72,7,2163.57
14815,2,778.5,36,389.25
17653,4,1207.56,36,301.89
12985,2,1239.38,0,619.69
17450,46,194550.79,8,4229.37
16592,16,4113.68,4,257.11
16817,9,1604.75,2,178.31
12843,8,1702.26,65,212.78
14729,1,313.49,373,313.49
17460,6,622.43,94,103.74
15898,5,1388.88,1,277.78
16893,1,145.93,366,145.93
16656,15,8625.8,22,575.05
17418,2,463.46,42,231.73
15422,2,97.7,323,48.85
17231,10,3174.32,12,317.43
15132,5,977.93,18,195.59
16931,21,4604.22,5,219.25
16455,7,1841.18,63,263.03
15910,8,1232.18,0,154.02
15754,3,458.57,51,152.86
13324,10,7121.95,36,712.2
16923,19,7247.61,12,381.45
14489,1,463.38,207,463.38
16175,4,1037.59,94,259.4
13972,2,190.25,70,95.13
12910,8,3075.04,23,384.38
16558,20,8338.49,0,416.92
16239,2,414.2,56,207.1
17242,2,1135.04,108,567.52
13000,3,534.85,106,178.28
14869,2,725.7,8,362.85
12670,5,2996.05,10,599.21
18236,6,882.24,29,147.04
13279,1,137.75,78,137.75
14883,6,761.59,18,126.93
15081,5,504.8,22,100.96
16235,5,867.31,40,173.46
16555,2,285.89,35,142.95
17339,2,243.36,94,121.68
13284,1,201.19,330,201.19
16598,1,145.05,285,145.05
13908,4,2369.55,79,592.39
12999,3,455.88,196,151.96
12414,3,562.41,217,187.47
15521,8,3000.2,40,375.03
14859,4,1353.74,12,338.44
15916,8,1528.09,16,191.01
15108,4,1300.25,141,325.06
16317,3,1341.65,119,447.22
12875,2,343.23,143,171.62
15201,5,1236.54,87,247.31
14346,2,1021.58,120,510.79
15541,1,85.13,114,85.13
13145,4,618.52,39,154.63
12520,5,2634.26,79,526.85
13083,2,303.75,4,151.88
14524,9,1867.68,31,207.52
12676,6,1331.39,24,221.9
14451,2,662.59,60,331.3
13006,1,81.57,56,81.57
13499,5,1159.11,17,231.82
12963,8,1856.63,8,232.08
17929,4,843,11,210.75
15531,2,2007.44,8,1003.72
14849,25,7930.54,21,317.22
12785,1,311.95,364,311.95
17988,7,201.12,11,28.73
13133,2,109.8,273,54.9
15903,7,5126.76,9,732.39
14603,1,660,274,660
15775,1,104.9,245,104.9
14697,2,188.61,218,94.31
14410,9,1105.07,92,122.79
13887,1,349.55,204,349.55
15724,2,218.25,201,109.13
14047,5,1308.61,8,261.72
17879,1,178.52,173,178.52
15781,3,345.46,25,115.15
18018,2,122.14,108,61.07
15811,6,2218.62,22,369.77
13614,4,1610.46,24,402.62
16141,1,620.4,88,620.4
17728,3,2876.01,3,958.67
16123,1,307.78,51,307.78
17973,1,337.04,51,337.04
12544,1,372.7,36,372.7
12558,1,269.96,7,269.96
13115,4,2294.78,11,573.7
16327,6,3844.22,14,640.7
14032,11,2975.59,2,270.51
12766,7,6989.63,3,998.52
17406,3,2200.42,333,733.47
16655,6,3794.52,17,632.42
12578,2,2794.51,21,1397.26
15785,5,2328.97,32,465.79
16005,4,615.39,12,153.85
17398,3,653.38,114,217.79
17042,5,1044.38,2,208.88
14978,5,1931.42,72,386.28
17898,2,152.06,85,76.03
14583,5,1052.55,5,210.51
18066,1,318,75,318
18127,3,348.73,19,116.24
18188,3,2001.04,15,667.01
16367,2,804.49,37,402.25
12775,5,1386.04,17,277.21
15691,1,136.8,252,136.8
14924,1,310.05,245,310.05
15230,2,429.6,239,214.8
13404,2,252.49,1,126.25
12690,1,389.01,205,389.01
13589,2,379.65,14,189.83
16866,3,207.74,140,69.25
16139,3,635.41,18,211.8
12536,3,12601.83,43,4200.61
12454,1,3528.34,56,3528.34
16563,1,1077.74,53,1077.74
12596,2,618.27,51,309.14
15803,1,415.82,51,415.82
16020,3,851.01,16,283.67
15117,5,1551.78,14,310.36
18074,1,489.6,373,489.6
12763,2,494.08,138,247.04
12808,3,483.65,36,161.22
16834,1,413.46,227,413.46
12426,1,582.73,194,582.73
12802,1,427.58,186,427.58
14037,2,147.2,176,73.6
13027,6,6912,113,1152
16179,1,215.83,60,215.83
13473,2,422.64,60,211.32
14975,1,279.94,57,279.94
15142,1,498.74,46,498.74
15227,5,1219.4,36,243.88
12532,1,349.83,30,349.83
16653,2,1212.66,16,606.33
16024,1,251.24,12,251.24
13311,2,598.57,4,299.29
16140,2,725.18,65,362.59
13064,4,1119.49,12,279.87
15543,1,127.86,288,127.86
17550,3,267.16,197,89.05
13079,5,220.1,4,44.02
16364,2,707.04,11,353.52
14193,2,853.39,67,426.7
15351,7,1960.11,12,280.02
18276,1,335.86,43,335.86
15651,3,646.3,36,215.43
14039,1,152.2,33,152.2
15427,3,1483.14,33,494.38
14910,4,434.35,2,108.59
17967,1,123.07,371,123.07
16214,3,1062.75,170,354.25
16184,6,1158.79,64,193.13
17289,3,944.41,31,314.8
17934,2,704.25,51,352.13
14140,2,935.05,3,467.53
13008,1,229.47,323,229.47
15940,1,35.8,311,35.8
12361,1,189.9,287,189.9
12447,1,476.49,243,476.49
14647,1,243.22,201,243.22
15219,1,305.75,176,305.75
12493,2,433.74,165,216.87
14259,1,120,141,120
13850,1,1595.48,129,1595.48
14837,4,1649.5,89,412.38
14488,1,1064.28,67,1064.28
12420,1,600.39,63,600.39
16848,1,281.42,52,281.42
18082,1,703.37,25,703.37
14480,1,279.05,11,279.05
16885,3,471.51,15,157.17
17018,2,920.1,40,460.05
13932,1,307.4,294,307.4
12623,1,305.1,276,305.1
15445,1,113.5,264,113.5
16091,2,315.06,154,157.53
14722,1,187.92,147,187.92
12453,1,707.09,134,707.09
12418,1,668.58,112,668.58
16177,1,331.95,50,331.95
15592,1,388.58,46,388.58
16903,1,373.24,29,373.24
15758,1,205.25,24,205.25
14448,2,375.35,9,187.68
15157,3,1936.07,3,645.36
12988,1,535.32,292,535.32
14699,1,109.13,214,109.13
13967,1,80.7,145,80.7
15837,1,391.98,64,391.98
16479,2,300.83,10,150.42
14578,1,168.63,3,168.63
13065,1,205.86,373,205.86
13187,1,236.02,337,236.02
16124,1,249,317,249
14128,2,637.5,60,318.75
13885,2,506.8,189,253.4
13814,2,1579.12,92,789.56
16723,2,589.15,91,294.58
17037,1,1267.32,87,1267.32
17603,1,394.72,78,394.72
15006,1,502.09,51,502.09
13598,1,180.17,47,180.17
15158,1,401.4,45,401.4
17286,1,153.92,21,153.92
12402,1,225.6,323,225.6
13166,1,417.2,283,417.2
15045,2,735.66,151,367.83
16849,1,124.57,186,124.57
13519,1,122.75,78,122.75
14184,1,452.89,66,452.89
12357,1,6207.67,33,6207.67
15634,1,243.55,17,243.55
15090,1,381.32,308,381.32
15843,1,118.95,303,118.95
13391,1,59.8,203,59.8
13889,1,416.9,92,416.9
18194,1,973.84,82,973.84
18114,1,220.1,290,220.1
18086,1,101.34,274,101.34
16763,1,611.85,198,611.85
16881,1,432,66,432
14300,1,43.2,18,43.2
17385,1,261.11,14,261.11
16546,2,787.15,290,393.58
14293,4,1046.56,3,261.64
16086,5,1121.39,59,224.28
14092,14,4076.91,7,291.21
14146,5,4191,8,838.2
13050,17,5836.86,14,343.34
12594,10,3338.22,37,333.82
12782,5,2330.92,4,466.18
13694,50,65039.62,3,1300.79
17512,10,2924.99,28,292.5
14239,11,2380.85,43,216.44
13305,10,2000.86,4,200.09
12901,28,17654.54,8,630.52
18118,26,5653.82,10,217.45
14733,12,9585.91,16,798.83
12502,5,3723.87,95,744.77
14794,7,1319.91,2,188.56
13137,8,3650.41,10,456.3
16045,4,1340.7,119,335.18
16770,5,770.1,57,154.02
13741,3,668.43,71,222.81
17323,7,921.07,15,131.58
15410,8,3450.84,84,431.36
14060,19,6140.42,4,323.18
13523,5,3964.88,33,792.98
15203,6,1827.8,25,304.63
15805,17,5528.48,23,325.2
15852,2,160.71,186,80.36
18283,16,2094.88,3,130.93
16011,16,3362.71,8,210.17
13136,5,2607.61,56,521.52
16241,13,2607.87,9,200.61
13138,6,962.39,22,160.4
14414,7,1496.98,91,213.85
14133,3,605.64,129,201.88
16324,3,428.68,128,142.89
14024,2,327.7,121,163.85
12688,1,4873.81,113,4873.81
12828,6,1018.71,2,169.79
15932,8,2495.87,4,311.98
15673,4,2881.02,88,720.26
14221,9,3432.8,42,381.42
13536,7,3448.29,1,492.61
16603,2,482.47,74,241.24
14299,9,3965.62,8,440.62
14834,6,1720.3,17,286.72
17769,10,3997.98,12,399.8
13890,10,1883.81,1,188.38
13078,26,12627.94,3,485.69
15110,4,996.1,23,249.03
12583,15,7281.38,2,485.43
16660,4,1267.65,16,316.91
12560,3,2134.01,5,711.34
12680,4,862.81,0,215.7
16265,9,5447,9,605.22
13969,18,9053.94,7,503
14754,2,638.05,44,319.03
16353,23,6675.71,3,290.25
14930,3,2372.86,108,790.95
12668,4,3807.15,11,951.79
17140,1,465.32,247,465.32
15655,1,560.67,243,560.67
15615,23,10399.74,10,452.16
16019,9,3786.24,46,420.69
16871,6,2812.34,22,468.72
14112,7,2915.15,22,416.45
14101,6,5976.79,73,996.13
17531,1,296.7,190,296.7
12643,6,3344.64,128,557.44
14719,5,1602.13,1,320.43
17442,6,2248.56,36,374.76
13491,10,1215.82,51,121.58
14973,3,1314.45,107,438.15
12407,5,1708.12,49,341.62
14466,7,2272.4,29,324.63
16641,1,231.1,105,231.1
13704,9,2308.06,5,256.45
15701,4,1542.14,2,385.54
16930,3,380.55,26,126.85
17785,1,131.94,53,131.94
14261,2,1163.45,50,581.73
12588,1,214.9,39,214.9
17503,2,558.96,2,279.48
16128,5,1880.22,17,376.04
17682,6,2474.33,10,412.39
14907,7,3501.1,3,500.16
15195,1,3861,2,3861
17830,3,398.7,1,132.9
16765,1,34,294,34
17674,2,551.04,74,275.52
16034,3,437.7,196,145.9
13394,8,2520.02,1,315
15062,4,987.86,71,246.97
13014,10,3466.28,10,346.63
14878,9,1485.54,12,165.06
13122,2,922.39,94,461.2
14676,6,2548.24,31,424.71
12432,5,5059.32,42,1011.86
15329,3,1049.7,39,349.9
14649,4,1417.29,4,354.32
16574,1,451.44,71,451.44
16966,7,2154.97,8,307.85
17213,7,2781.23,40,397.32
15787,3,948.05,26,316.02
15168,1,106.56,25,106.56
17636,1,285.56,19,285.56
15725,1,415.25,15,415.25
14681,3,498.95,71,166.32
15180,1,87.5,367,87.5
12967,2,1660.9,358,830.45
13922,1,172.25,351,172.25
12916,4,3006.15,138,751.54
14071,8,1438.82,3,179.85
18220,1,305.28,226,305.28
13723,1,199.85,217,199.85
17176,1,306.13,201,306.13
14222,1,683.17,177,683.17
17790,14,1965.55,26,140.4
16157,3,656.69,15,218.9
18235,3,1796.48,71,598.83
13351,1,373.94,66,373.94
15821,2,570.96,44,285.48
17736,3,377.44,9,125.81
15839,3,1048.49,33,349.5
13824,5,1698.94,32,339.79
17985,1,634.95,22,634.95
16856,1,35.4,14,35.4
14520,2,270.6,1,135.3
13754,2,282.6,151,141.3
17472,3,710.29,191,236.76
18151,2,653.35,134,326.68
15449,3,974.52,26,324.84
17928,2,212.54,45,106.27
16470,4,762.39,51,190.6
16644,2,833.78,177,416.89
14214,5,1004.38,30,200.88
13875,5,1786.79,53,357.36
13527,7,2287.51,33,326.79
13930,2,337.34,57,168.67
13868,2,3192.54,7,1596.27
17290,2,525.24,3,262.62
15953,8,1659.38,15,207.42
12719,2,644.95,5,322.48
16618,5,2647.59,31,529.52
13659,2,1573.2,205,786.6
16208,2,664.26,44,332.13
17789,1,225.9,281,225.9
13601,2,693.32,45,346.66
12770,1,1351.45,210,1351.45
16014,3,662.38,37,220.79
15975,1,371.01,84,371.01
14067,2,374.7,63,187.35
13259,1,292.32,61,292.32
12794,2,860.41,53,430.21
17081,2,290.16,25,145.08
17203,6,3563.85,35,593.98
14553,5,859.27,19,171.85
15957,1,428.89,31,428.89
14234,4,775.46,22,193.87
13732,1,491.86,28,491.86
16207,1,394.38,25,394.38
14551,2,186.23,18,93.12
12787,3,463.66,9,154.55
17835,3,350.64,2,116.88
14442,2,1589.82,204,794.91
18250,1,349.27,310,349.27
14586,1,237.36,276,237.36
15197,3,1079.61,10,359.87
14049,4,5681.72,16,1420.43
14389,2,1043.46,65,521.73
14732,8,2702.49,8,337.81
18155,3,371.62,75,123.87
17866,1,329.65,142,329.65
14529,3,620.04,60,206.68
17415,1,507.84,79,507.84
15067,3,1744.76,78,581.59
17813,5,1770.88,14,354.18
13904,2,332.64,37,166.32
14968,1,147.59,30,147.59
16376,2,987.01,8,493.51
13318,3,640.76,1,213.59
15749,3,44534.3,235,14844.77
12509,1,176.5,284,176.5
16142,1,535.34,249,535.34
13343,1,353.43,177,353.43
14351,1,51,164,51
12378,1,4008.62,129,4008.62
15287,2,486.69,22,243.35
15335,1,173.97,53,173.97
12403,1,427.7,49,427.7
14066,1,152.55,266,152.55
17795,2,350.39,179,175.2
14450,3,483.25,180,161.08
13441,1,296.64,91,296.64
17498,1,272.22,75,272.22
14345,1,108.98,38,108.98
16747,2,836.06,37,418.03
14494,1,139.56,25,139.56
12391,1,460.89,21,460.89
18050,1,74.4,359,74.4
17843,1,205.48,303,205.48
18280,1,180.6,277,180.6
16144,1,175.2,246,175.2
16319,1,404.4,217,404.4
12790,1,324.92,192,324.92
17642,2,712.29,119,356.15
16900,3,887.11,16,295.7
18122,6,1826.21,8,304.37
14342,4,668.56,21,167.14
15432,1,171.19,23,171.19
13223,2,163.2,200,81.6
14000,1,635.66,211,635.66
12987,2,558.7,73,279.35
15912,2,264.62,178,132.31
13321,2,567.36,72,283.68
13877,1,117.24,86,117.24
17658,2,595.42,25,297.71
13436,1,196.89,1,196.89
18043,3,559.51,24,186.5
16679,1,129.75,366,129.75
14645,2,597.09,156,298.55
14356,2,701.23,79,350.62
15801,3,1063.95,46,354.65
16372,2,367.93,33,183.97
16759,3,789.79,7,263.26
18068,1,101.7,289,101.7
16718,1,623.75,369,623.75
14497,1,475.37,309,475.37
14998,2,429.87,170,214.94
14757,1,420.5,75,420.5
13504,1,295.93,64,295.93
16921,1,169.79,61,169.79
12660,1,245.1,11,245.1
15030,2,518.28,71,259.14
13439,1,283.71,255,283.71
16947,1,406.48,235,406.48
15825,1,532.94,172,532.94
15412,1,190.53,171,190.53
15099,1,410.48,84,410.48
12789,1,91.85,65,91.85
14581,1,138.6,16,138.6
16202,1,365.27,360,365.27
16812,1,479.35,360,479.35
15109,1,484.95,245,484.95
18120,1,111.15,214,111.15
15396,1,288.18,112,288.18
14652,1,114.18,77,114.18
18278,1,173.9,73,173.9
16680,1,183.7,43,183.7
18269,1,168.6,366,168.6
13043,1,516.42,273,516.42
16097,1,185.05,240,185.05
14400,1,574.7,149,574.7
16248,1,152.94,61,152.94
15667,1,301.32,39,301.32
18209,1,139.1,28,139.1
12445,1,133.4,22,133.4
