CUSTOMERID,RECENCYDAYS,FREQUENCY,MONETARY,R_SCORE,F_SCORE,M_SCORE,RFM_SEGMENT
15306,64,3,1174.35,2,3,3,06_At Risk
15307,95,1,205.3,2,2,1,09_Other Segments
15308,274,1,310.47,1,1,2,08_Lost Customers
15311,0,91,60767.9,4,4,4,01_Champions
15312,75,4,924.85,2,3,3,06_At Risk
15313,110,1,52,2,1,1,09_Other Segments
15314,199,1,327.97,1,1,2,08_Lost Customers
15315,64,2,570.5,2,2,2,07_Needs Attention
15316,326,1,165,1,1,1,08_Lost Customers
15318,3,1,312.62,4,1,2,09_Other Segments
15319,283,1,204.5,1,1,1,08_Lost Customers
15320,44,1,267.13,3,1,1,09_Other Segments
15321,70,3,2748.31,2,3,4,06_At Risk
15322,85,1,679.68,2,2,3,07_Needs Attention
15325,103,1,162.29,2,2,1,09_Other Segments
15326,333,1,311.71,1,1,2,08_Lost Customers
15327,52,1,208.75,2,1,1,09_Other Segments
15329,39,3,1049.7,3,3,3,02_Loyal Customers
15330,32,2,714.96,3,2,3,07_Needs Attention
15332,366,4,1661.06,1,3,3,06_At Risk
15333,208,1,1028.56,1,1,3,09_Other Segments
15334,156,3,351.67,1,3,2,09_Other Segments
15335,53,1,173.97,2,2,1,09_Other Segments
15339,66,2,574.07,2,2,2,07_Needs Attention
15341,80,1,2020.52,2,2,4,09_Other Segments
15342,129,1,406.09,2,1,2,09_Other Segments
15343,87,1,364.5,2,1,2,09_Other Segments
15344,0,3,563.94,4,3,2,03_Promising
15345,45,1,393.54,3,2,2,07_Needs Attention
15346,332,1,252.42,1,1,1,08_Lost Customers
15347,366,1,201.6,1,2,1,08_Lost Customers
15348,72,1,158.04,2,1,1,09_Other Segments
15349,158,2,473.81,1,3,2,09_Other Segments
15350,373,1,115.65,1,2,1,08_Lost Customers
15351,12,7,1960.11,4,4,4,01_Champions
15353,254,2,777.02,1,2,3,09_Other Segments
15355,29,2,277.05,3,2,1,09_Other Segments
15356,31,10,2766.5,3,4,4,02_Loyal Customers
15358,4,22,8347.2,4,4,4,01_Champions
15360,39,1,427.93,3,1,2,09_Other Segments
15361,361,1,418.92,1,1,2,08_Lost Customers
15363,372,1,326,1,1,2,08_Lost Customers
15364,95,2,913.19,2,2,3,07_Needs Attention
15365,25,7,2314.32,3,4,4,02_Loyal Customers
15366,75,2,602.51,2,2,2,07_Needs Attention
15367,57,4,1877.59,2,3,4,06_At Risk
15368,21,1,446.94,3,1,2,09_Other Segments
15370,40,7,2386.05,3,4,4,02_Loyal Customers
15372,137,1,2007.4,2,1,4,09_Other Segments
15373,8,12,2415.91,4,4,4,01_Champions
15374,128,1,168,2,1,1,09_Other Segments
15376,40,3,1233.36,3,3,3,02_Loyal Customers
15379,169,7,3703.29,1,4,4,06_At Risk
15380,8,5,1690.26,4,4,4,01_Champions
15381,213,2,596.85,1,2,2,08_Lost Customers
15382,14,6,5955.71,4,4,4,01_Champions
15384,169,2,642.41,1,3,2,09_Other Segments
15385,40,1,316.88,3,1,2,09_Other Segments
15386,186,1,394.14,1,1,2,08_Lost Customers
15388,270,1,140.54,1,1,1,08_Lost Customers
15389,172,1,500,1,1,2,08_Lost Customers
15392,4,4,1535.53,4,3,3,02_Loyal Customers
15393,16,2,231.86,4,2,1,09_Other Segments
15394,9,4,2183.54,4,3,4,02_Loyal Customers
15395,325,1,107.45,1,1,1,08_Lost Customers
15396,112,1,288.18,2,2,1,09_Other Segments
15397,289,1,94,1,2,1,08_Lost Customers
15398,16,2,1345.53,4,2,3,03_Promising
15399,1,3,815.77,4,3,3,02_Loyal Customers
15400,92,5,716.2,2,4,3,06_At Risk
15402,148,2,626.77,1,2,2,08_Lost Customers
15405,189,1,349.1,1,2,2,08_Lost Customers
15406,31,2,510.71,3,2,2,07_Needs Attention
15407,33,4,1056.44,3,3,3,02_Loyal Customers
15408,264,1,267.18,1,2,1,08_Lost Customers
15410,84,8,3450.84,2,4,4,03_Promising
15411,26,4,1358.88,3,3,3,02_Loyal Customers
15412,171,1,190.53,1,2,1,08_Lost Customers
15414,9,3,774.9,4,3,3,02_Loyal Customers
15415,313,1,572.81,1,1,2,08_Lost Customers
15416,64,4,3984.32,2,3,4,06_At Risk
15417,85,1,508.8,2,1,2,09_Other Segments
15419,24,1,135.86,3,1,1,09_Other Segments
15421,58,4,950.36,2,3,3,06_At Risk
15422,323,2,97.7,1,2,1,08_Lost Customers
15423,38,1,43.5,3,1,1,09_Other Segments
15424,254,2,383.34,1,2,2,08_Lost Customers
15426,19,5,1447.39,3,4,3,02_Loyal Customers
15427,33,3,1483.14,3,3,3,02_Loyal Customers
15428,15,1,93.78,4,1,1,04_New Customers
15429,26,2,397.35,3,3,2,07_Needs Attention
15432,23,1,171.19,3,2,1,09_Other Segments
15433,213,2,533.3,1,2,2,08_Lost Customers
15434,8,5,1041.48,4,4,3,02_Loyal Customers
15435,22,1,149.29,3,1,1,09_Other Segments
15436,12,3,1122.53,4,3,3,02_Loyal Customers
15437,262,1,200.16,1,1,1,08_Lost Customers
15438,131,1,156.58,2,1,1,09_Other Segments
15440,54,3,383.68,2,3,2,07_Needs Attention
15442,248,1,594,1,1,2,08_Lost Customers
15443,1,7,3236.91,4,4,4,01_Champions
15444,9,2,1418.26,4,2,3,03_Promising
15445,264,1,113.5,1,2,1,08_Lost Customers
15447,330,1,155.17,1,1,1,08_Lost Customers
15448,312,1,494.64,1,1,2,08_Lost Customers
15449,26,3,974.52,3,3,3,02_Loyal Customers
15450,30,1,429.84,3,2,2,07_Needs Attention
15452,29,3,538.73,3,3,2,07_Needs Attention
15453,1,7,1388.37,4,4,3,02_Loyal Customers
15454,362,1,179.1,1,1,1,08_Lost Customers
15456,283,3,447.22,1,3,2,09_Other Segments
15457,262,1,237.07,1,2,1,08_Lost Customers
15458,25,1,161.64,3,1,1,09_Other Segments
15460,354,1,216.76,1,1,1,08_Lost Customers
15462,94,3,234.6,2,3,1,09_Other Segments
15463,29,1,126.14,3,2,1,09_Other Segments
15464,338,1,1048.85,1,1,3,09_Other Segments
15465,19,18,7354.62,3,4,4,02_Loyal Customers
15466,85,1,334.53,2,2,2,07_Needs Attention
15467,9,3,524.88,4,3,2,03_Promising
15468,51,2,467.51,2,2,2,07_Needs Attention
15469,50,2,538.55,3,2,2,07_Needs Attention
15471,2,1,469.48,4,1,2,09_Other Segments
15472,113,1,371.56,2,1,2,09_Other Segments
15473,14,7,1771.2,4,4,4,01_Champions
15475,77,1,454.11,2,2,2,07_Needs Attention
15478,40,2,1441.42,3,3,3,02_Loyal Customers
15480,116,1,905.5,2,2,3,07_Needs Attention
15482,15,12,11054.96,4,4,4,01_Champions
15483,161,4,233.81,1,3,1,09_Other Segments
15484,1,4,3594.31,4,3,4,02_Loyal Customers
15485,30,3,2575,3,3,4,02_Loyal Customers
15488,92,1,91.32,2,1,1,09_Other Segments
15489,22,3,1134.28,3,3,3,02_Loyal Customers
15491,95,6,3100.09,2,4,4,03_Promising
15492,28,2,659.46,3,2,2,07_Needs Attention
15493,32,5,2001.8,3,4,4,02_Loyal Customers
15494,21,2,1299.23,3,2,3,07_Needs Attention
15497,17,2,1262.2,4,2,3,03_Promising
15498,2,27,13316.4,4,4,4,01_Champions
15500,8,4,1131.56,4,3,3,02_Loyal Customers
15502,15,12,10384.93,4,4,4,01_Champions
15503,362,1,147.09,1,2,1,08_Lost Customers
15504,81,1,52.83,2,1,1,09_Other Segments
15505,52,5,3610.96,2,4,4,03_Promising
15506,22,3,979.26,3,3,3,02_Loyal Customers
15507,171,1,492.36,1,1,2,08_Lost Customers
15508,189,6,1000.27,1,4,3,06_At Risk
15510,330,1,250,1,1,1,08_Lost Customers
15511,11,5,909.23,4,4,3,02_Loyal Customers
15512,155,2,121,1,2,1,08_Lost Customers
15513,33,19,14758.22,3,4,4,02_Loyal Customers
15514,12,11,4139.46,4,4,4,01_Champions
15516,44,3,62.43,3,3,1,09_Other Segments
15517,233,1,267.03,1,1,1,08_Lost Customers
15518,64,8,1942.45,2,4,4,03_Promising
15520,1,1,343.5,4,1,2,09_Other Segments
15521,40,8,3000.2,3,4,4,02_Loyal Customers
15522,32,2,398.84,3,2,2,07_Needs Attention
15523,84,1,412.01,2,1,2,09_Other Segments
15524,24,1,440,3,2,2,07_Needs Attention
15525,2,3,825.92,4,3,3,02_Loyal Customers
15526,33,2,148.44,3,3,1,09_Other Segments
15527,18,8,2429.78,3,4,4,02_Loyal Customers
15528,254,1,229.33,1,1,1,08_Lost Customers
15529,22,11,3995.23,3,4,4,02_Loyal Customers
15530,21,4,1502.35,3,3,3,02_Loyal Customers
15531,8,2,2007.44,4,2,4,05_Big Spenders
15532,25,4,1580.93,3,3,3,02_Loyal Customers
15533,19,3,807.57,3,3,3,02_Loyal Customers
15535,173,4,536.4,1,3,2,09_Other Segments
15537,163,1,110.92,1,1,1,08_Lost Customers
15539,7,1,538.46,4,1,2,09_Other Segments
15540,11,1,213.3,4,1,1,04_New Customers
15541,114,1,85.13,2,2,1,09_Other Segments
15543,288,1,127.86,1,2,1,08_Lost Customers
15544,9,9,3546.71,4,4,4,01_Champions
15545,54,2,292.72,2,3,1,09_Other Segments
15547,7,14,4954.84,4,4,4,01_Champions
15549,77,3,1693.26,2,3,4,06_At Risk
15550,4,4,575.63,4,3,2,03_Promising
15551,36,1,436.06,3,2,2,07_Needs Attention
15552,217,1,90.12,1,2,1,08_Lost Customers
15553,60,1,437.23,2,1,2,09_Other Segments
15554,277,1,217.2,1,1,1,08_Lost Customers
15555,12,16,4805.17,4,4,4,01_Champions
15556,24,1,279.77,3,1,1,09_Other Segments
15557,28,1,473.65,3,1,2,09_Other Segments
15561,11,4,800.59,4,3,3,02_Loyal Customers
15562,351,1,134.55,1,1,1,08_Lost Customers
15563,22,4,1400.44,3,3,3,02_Loyal Customers
15565,50,2,173.16,3,2,1,09_Other Segments
15567,18,1,186.01,3,2,1,09_Other Segments
15568,2,3,758.29,4,3,3,02_Loyal Customers
15569,103,5,1375.71,2,4,3,06_At Risk
15570,7,12,4165.52,4,4,4,01_Champions
15571,11,4,650.43,4,3,2,03_Promising
15572,4,7,2552.86,4,4,4,01_Champions
15573,31,2,607.45,3,3,2,07_Needs Attention
15574,177,4,702.25,1,3,3,06_At Risk
15576,37,1,940.67,3,1,3,09_Other Segments
15577,151,3,258.88,1,3,1,09_Other Segments
15578,162,1,127.1,1,1,1,08_Lost Customers
15579,68,2,348.6,2,2,2,07_Needs Attention
15581,120,13,3679.97,2,4,4,03_Promising
15582,24,3,682.91,3,3,3,02_Loyal Customers
15584,23,4,725.11,3,3,3,02_Loyal Customers
15585,176,1,455.3,1,1,2,08_Lost Customers
15587,50,4,913.68,3,3,3,02_Loyal Customers
15589,255,3,478.53,1,3,2,09_Other Segments
15592,46,1,388.58,3,2,2,07_Needs Attention
15593,70,1,199.8,2,1,1,09_Other Segments
15594,15,5,1771.78,4,4,4,01_Champions
15596,100,5,1406.59,2,4,3,06_At Risk
15597,35,1,324.57,3,1,2,09_Other Segments
15598,53,1,240.68,2,1,1,09_Other Segments
15599,26,2,761.74,3,2,3,07_Needs Attention
15601,11,14,6776.56,4,4,4,01_Champions
15602,8,9,1297.87,4,4,3,02_Loyal Customers
15603,78,1,48.48,2,1,1,09_Other Segments
15604,52,1,216.39,2,1,1,09_Other Segments
15605,36,5,1198.23,3,4,3,02_Loyal Customers
15606,61,9,2920.16,2,4,4,03_Promising
15607,336,1,104.76,1,1,1,08_Lost Customers
15608,28,4,1093.68,3,3,3,02_Loyal Customers
15609,184,1,298.48,1,1,1,08_Lost Customers
15610,51,1,112.46,2,1,1,09_Other Segments
15611,9,13,1591.45,4,4,3,02_Loyal Customers
15612,36,2,195.15,3,2,1,09_Other Segments
15615,10,23,10399.74,4,4,4,01_Champions
15618,32,4,776.85,3,3,3,02_Loyal Customers
15619,10,1,336.4,4,1,2,09_Other Segments
15620,56,3,1553.18,2,3,3,06_At Risk
15621,4,4,1293.03,4,3,3,02_Loyal Customers
15622,43,9,3709.56,3,4,4,02_Loyal Customers
15623,141,1,301.03,2,1,1,09_Other Segments
15624,116,4,588.13,2,3,2,07_Needs Attention
15625,103,4,1534.26,2,3,3,06_At Risk
15626,74,2,675.8,2,2,3,07_Needs Attention
15628,4,9,2870.24,4,4,4,01_Champions
15630,45,2,1186.35,3,2,3,07_Needs Attention
15632,15,8,3285.31,4,4,4,01_Champions
15634,17,1,243.55,4,2,1,09_Other Segments
15636,89,2,724.76,2,2,3,07_Needs Attention
15637,52,1,223.36,2,2,1,09_Other Segments
15639,134,1,425.32,2,1,2,09_Other Segments
15640,4,15,12515.66,4,4,4,01_Champions
15641,105,4,1887.2,2,3,4,06_At Risk
15643,191,3,664,1,3,2,09_Other Segments
15644,166,4,813,1,3,3,06_At Risk
15645,18,1,612.01,3,1,2,09_Other Segments
15646,157,3,447.64,1,3,2,09_Other Segments
15648,204,2,657.35,1,2,2,08_Lost Customers
15649,336,2,816,1,2,3,09_Other Segments
15651,36,3,646.3,3,3,2,07_Needs Attention
15652,91,1,337.74,2,2,2,07_Needs Attention
15653,92,2,877.44,2,2,3,07_Needs Attention
15654,9,2,922.53,4,2,3,03_Promising
15655,243,1,560.67,1,2,2,08_Lost Customers
15656,45,4,748.5,3,3,3,02_Loyal Customers
15657,22,1,30,3,1,1,09_Other Segments
15658,190,5,1024.1,1,4,3,06_At Risk
15659,43,1,306.45,3,1,1,09_Other Segments
15660,25,9,1600.86,3,4,3,02_Loyal Customers
15661,317,2,309.8,1,2,2,08_Lost Customers
15663,106,1,138.14,2,1,1,09_Other Segments
15664,50,1,386.43,3,2,2,07_Needs Attention
15665,168,2,2242.01,1,2,4,09_Other Segments
15667,39,1,301.32,3,2,1,09_Other Segments
15668,217,1,76.32,1,1,1,08_Lost Customers
15669,40,4,684.34,3,3,3,02_Loyal Customers
15670,296,1,173.05,1,1,1,08_Lost Customers
15671,18,7,2657.13,3,4,4,02_Loyal Customers
15673,88,4,2881.02,2,3,4,06_At Risk
15674,73,5,2446.6,2,4,4,03_Promising
15675,81,3,323.69,2,3,2,07_Needs Attention
15676,18,3,3435.76,3,3,4,02_Loyal Customers
15677,49,1,657.23,3,1,2,09_Other Segments
15678,52,1,352.7,2,1,2,09_Other Segments
15679,24,4,781.28,3,3,3,02_Loyal Customers
15680,9,3,1333.68,4,3,3,02_Loyal Customers
15681,25,5,1426.16,3,4,3,02_Loyal Customers
15683,117,1,193.75,2,1,1,09_Other Segments
15687,8,9,2993.1,4,4,4,01_Champions
15689,119,2,254.1,2,2,1,09_Other Segments
15690,4,2,239.76,4,3,1,09_Other Segments
15691,252,1,136.8,1,2,1,08_Lost Customers
15692,28,1,191.04,3,1,1,09_Other Segments
15694,0,14,6479.4,4,4,4,01_Champions
15695,266,2,409.98,1,2,2,08_Lost Customers
15696,33,8,2736.46,3,4,4,02_Loyal Customers
15699,17,1,309.65,4,1,2,09_Other Segments
15700,172,2,696.68,1,2,3,09_Other Segments
15701,2,4,1542.14,4,3,3,02_Loyal Customers
15703,264,1,211.5,1,1,1,08_Lost Customers
15704,140,4,2293.62,2,3,4,06_At Risk
15705,201,1,143.1,1,2,1,08_Lost Customers
15706,63,4,1060.56,2,3,3,06_At Risk
15707,35,4,945.58,3,3,3,02_Loyal Customers
15708,40,7,3364.24,3,4,4,02_Loyal Customers
15709,283,1,133.25,1,1,1,08_Lost Customers
15712,9,5,1072.36,4,3,3,02_Loyal Customers
15713,143,2,356.7,1,3,2,09_Other Segments
15714,11,2,330.88,4,2,2,03_Promising
15716,145,4,1118.81,1,3,3,06_At Risk
15717,234,1,150.3,1,1,1,08_Lost Customers
15719,32,13,5045.61,3,4,4,02_Loyal Customers
15720,24,1,598.73,3,1,2,09_Other Segments
15721,11,1,507.08,4,1,2,09_Other Segments
15722,35,5,2222.56,3,4,4,02_Loyal Customers
15723,364,1,203.1,1,1,1,08_Lost Customers
15724,201,2,218.25,1,2,1,08_Lost Customers
15725,15,1,415.25,4,2,2,03_Promising
15727,16,7,5178.96,4,4,4,01_Champions
15729,212,1,85,1,1,1,08_Lost Customers
15730,65,3,1120.88,2,3,3,06_At Risk
15732,212,2,294.12,1,3,1,09_Other Segments
15733,282,1,162.3,1,1,1,08_Lost Customers
15734,114,2,1339.45,2,2,3,07_Needs Attention
15737,14,8,1205.12,4,4,3,02_Loyal Customers
15738,18,16,4812.42,3,4,4,02_Loyal Customers
15739,66,1,449.12,2,1,2,09_Other Segments
15740,49,1,154.88,3,1,1,09_Other Segments
15743,16,4,784.46,4,3,3,02_Loyal Customers
15744,77,1,34.8,2,1,1,09_Other Segments
15745,19,4,1094.59,3,3,3,02_Loyal Customers
15746,134,1,196.88,2,2,1,09_Other Segments
15747,12,3,974.04,4,3,3,02_Loyal Customers
15748,40,1,149.31,3,1,1,09_Other Segments
15749,235,3,44534.3,1,3,4,06_At Risk
15750,2,8,2465.48,4,4,4,01_Champions
15752,39,7,2637.38,3,4,4,02_Loyal Customers
15753,304,1,79.2,1,1,1,08_Lost Customers
15754,51,3,458.57,2,3,2,07_Needs Attention
15755,10,6,2364.25,4,4,4,01_Champions
15756,61,4,532.96,2,3,2,07_Needs Attention
15757,65,2,714.42,2,2,3,07_Needs Attention
15758,24,1,205.25,3,2,1,09_Other Segments
15759,218,3,253.04,1,3,1,09_Other Segments
15762,65,2,583.75,2,2,2,07_Needs Attention
15763,31,2,1086.92,3,2,3,07_Needs Attention
15764,88,6,3279.97,2,4,4,03_Promising
15766,64,1,315.06,2,1,2,09_Other Segments
15768,115,3,621.83,2,3,2,07_Needs Attention
15769,7,26,56252.72,4,4,4,01_Champions
15773,5,1,635.68,4,1,2,09_Other Segments
15774,68,1,270.8,2,1,1,09_Other Segments
15775,245,1,104.9,1,2,1,08_Lost Customers
15776,133,1,241.62,2,1,1,09_Other Segments
15777,241,4,1047.11,1,3,3,06_At Risk
15780,183,3,475.28,1,3,2,09_Other Segments
15781,25,3,345.46,3,3,2,07_Needs Attention
15782,9,3,2614.74,4,3,4,02_Loyal Customers
15783,10,1,246.3,4,1,1,04_New Customers
15785,32,5,2328.97,3,4,4,02_Loyal Customers
15786,46,3,4932.2,3,3,4,02_Loyal Customers
15787,26,3,948.05,3,3,3,02_Loyal Customers
15789,358,1,351.3,1,1,2,08_Lost Customers
15790,10,1,220.85,4,1,1,04_New Customers
15791,43,2,1612.69,3,3,3,02_Loyal Customers
15793,14,3,965.61,4,3,3,02_Loyal Customers
15795,149,1,610.01,1,1,2,08_Lost Customers
15796,1,8,2711.56,4,4,4,01_Champions
15797,113,4,2207.4,2,3,4,06_At Risk
15799,75,3,884.14,2,3,3,06_At Risk
15800,107,2,699.08,2,3,3,06_At Risk
15801,46,3,1063.95,3,3,3,02_Loyal Customers
15802,142,1,451.42,1,2,2,08_Lost Customers
15803,51,1,415.82,2,2,2,07_Needs Attention
15804,0,13,4206.39,4,4,4,01_Champions
15805,23,17,5528.48,3,4,4,02_Loyal Customers
15806,46,3,784.58,3,3,3,02_Loyal Customers
15807,50,3,903.9,3,3,3,02_Loyal Customers
15808,306,4,3734.97,1,3,4,06_At Risk
15809,36,5,515.77,3,4,2,09_Other Segments
15810,78,4,1391.98,2,3,3,06_At Risk
15811,22,6,2218.62,3,4,4,02_Loyal Customers
15812,107,5,1801.14,2,4,4,03_Promising
15813,207,2,1303.91,1,2,3,09_Other Segments
15814,16,4,1945.33,4,3,4,02_Loyal Customers
15815,63,5,2100.6,2,3,4,06_At Risk
15819,49,4,1905.45,3,3,4,02_Loyal Customers
15820,319,1,206.98,1,1,1,08_Lost Customers
15821,44,2,570.96,3,2,2,07_Needs Attention
15822,3,2,885.47,4,2,3,03_Promising
15823,372,1,15,1,1,1,08_Lost Customers
15825,172,1,532.94,1,2,2,08_Lost Customers
15826,56,3,1654.31,2,3,3,06_At Risk
15827,73,14,1836.09,2,4,4,03_Promising
15829,99,2,636.14,2,2,2,07_Needs Attention
15830,37,1,576,3,1,2,09_Other Segments
15831,58,3,801.76,2,3,3,06_At Risk
15832,254,1,836.79,1,1,3,09_Other Segments
15834,70,4,2233.75,2,3,4,06_At Risk
15835,44,4,954.09,3,3,3,02_Loyal Customers
15836,50,1,137.37,3,1,1,09_Other Segments
15837,64,1,391.98,2,2,2,07_Needs Attention
15838,11,19,33643.08,4,4,4,01_Champions
15839,33,3,1048.49,3,3,3,02_Loyal Customers
15840,58,2,355.56,2,2,2,07_Needs Attention
15841,72,4,1224.06,2,3,3,06_At Risk
15843,303,1,118.95,1,2,1,08_Lost Customers
15844,46,1,130.74,3,1,1,09_Other Segments
15845,17,8,3711.77,3,4,4,02_Loyal Customers
15847,38,2,389.27,3,2,2,07_Needs Attention
15850,19,2,238.85,3,2,1,09_Other Segments
15852,186,2,160.71,1,2,1,08_Lost Customers
15853,51,1,110.8,2,1,1,09_Other Segments
15854,4,12,2974.65,4,4,4,01_Champions
15855,136,5,712.24,2,4,3,06_At Risk
15856,4,27,16387.57,4,4,4,01_Champions
15857,18,1,297,3,1,1,09_Other Segments
15858,15,5,1438.85,4,4,3,02_Loyal Customers
15860,40,8,977.21,3,4,3,02_Loyal Customers
15861,12,8,3165.36,4,4,4,01_Champions
15862,8,4,832.88,4,3,3,02_Loyal Customers
15863,25,2,68.84,3,3,1,09_Other Segments
15864,22,6,1936.32,3,4,4,02_Loyal Customers
15865,40,3,895.13,3,3,3,02_Loyal Customers
15866,101,1,230.53,2,2,1,09_Other Segments
15867,5,15,3812.64,4,4,4,01_Champions
15869,277,2,149.64,1,2,1,08_Lost Customers
15870,32,1,354.09,3,2,2,07_Needs Attention
15872,14,2,360.93,4,2,2,03_Promising
15874,63,7,4405.88,2,4,4,03_Promising
15877,1,2,493.28,4,2,2,03_Promising
15880,369,1,343.28,1,1,2,08_Lost Customers
15881,312,5,501.39,1,4,2,09_Other Segments
15882,198,4,516.36,1,3,2,09_Other Segments
15883,2,2,396.48,4,3,2,03_Promising
15885,92,3,379.35,2,3,2,07_Needs Attention
15886,60,1,181.09,2,1,1,09_Other Segments
15888,80,1,168.31,2,2,1,09_Other Segments
15889,156,2,446.87,1,2,2,08_Lost Customers
15891,226,1,524.52,1,1,2,08_Lost Customers
15894,253,2,263.55,1,3,1,09_Other Segments
15895,149,1,179.17,1,1,1,08_Lost Customers
15897,194,2,222.05,1,2,1,08_Lost Customers
15898,1,5,1388.88,4,4,3,02_Loyal Customers
15899,368,1,56.25,1,1,1,08_Lost Customers
15900,23,1,351.11,3,1,2,09_Other Segments
15901,16,3,363.88,4,3,2,03_Promising
15903,9,7,5126.76,4,4,4,01_Champions
15904,8,1,164.68,4,1,1,04_New Customers
15906,19,7,1567.69,3,4,3,02_Loyal Customers
15907,3,3,967.45,4,3,3,02_Loyal Customers
15909,173,1,191.94,1,1,1,08_Lost Customers
15910,0,8,1232.18,4,4,3,02_Loyal Customers
15912,178,2,264.62,1,2,1,08_Lost Customers
15916,16,8,1528.09,4,4,3,02_Loyal Customers
15917,247,1,123.1,1,1,1,08_Lost Customers
15918,190,2,334.23,1,2,2,08_Lost Customers
15919,19,2,639.89,3,3,2,07_Needs Attention
15920,154,4,167.5,1,3,1,09_Other Segments
15921,172,1,336.03,1,1,2,08_Lost Customers
15922,373,1,369.5,1,1,2,08_Lost Customers
15923,372,1,127.08,1,2,1,08_Lost Customers
15925,194,1,207.15,1,1,1,08_Lost Customers
15930,67,1,426.63,2,1,2,09_Other Segments
15932,4,8,2495.87,4,4,4,01_Champions
15933,21,3,1107.46,3,3,3,02_Loyal Customers
15935,239,2,416.86,1,2,2,08_Lost Customers
15937,64,1,145.35,2,2,1,09_Other Segments
15938,112,5,404.58,2,4,2,09_Other Segments
15939,89,15,6115.01,2,4,4,03_Promising
15940,311,1,35.8,1,2,1,08_Lost Customers
15942,133,1,337.44,2,1,2,09_Other Segments
15944,276,1,325.1,1,1,2,08_Lost Customers
15945,365,1,181,1,1,1,08_Lost Customers
15947,82,1,1708.24,2,2,4,09_Other Segments
15948,8,2,955.24,4,2,3,03_Promising
15949,16,2,364.72,4,2,2,03_Promising
15950,31,4,1765.51,3,3,4,02_Loyal Customers
15951,8,2,708.22,4,2,3,03_Promising
15952,33,4,806.57,3,3,3,02_Loyal Customers
15953,15,8,1659.38,4,4,3,02_Loyal Customers
15955,24,14,4416.26,3,4,4,02_Loyal Customers
15957,31,1,428.89,3,2,2,07_Needs Attention
15958,74,1,104.35,2,1,1,09_Other Segments
15963,19,2,470.76,3,2,2,07_Needs Attention
15965,17,4,845.64,4,3,3,02_Loyal Customers
15967,23,2,418.83,3,3,2,07_Needs Attention
15969,2,3,666.1,4,3,2,03_Promising
15970,303,1,314.1,1,1,2,08_Lost Customers
15971,17,12,4199.85,3,4,4,02_Loyal Customers
15973,366,1,307.82,1,1,2,08_Lost Customers
15974,39,7,3442.15,3,4,4,02_Loyal Customers
15975,84,1,371.01,2,2,2,07_Needs Attention
15976,165,2,430.94,1,2,2,08_Lost Customers
15977,17,2,1054.73,4,2,3,03_Promising
15978,77,1,1098.78,2,1,3,09_Other Segments
15980,88,3,2398.86,2,3,4,06_At Risk
15981,24,8,3408.48,3,4,4,02_Loyal Customers
15983,22,4,1475.02,3,3,3,02_Loyal Customers
15984,2,10,2837.67,4,4,4,01_Champions
15985,123,2,1142.42,2,3,3,06_At Risk
15986,30,1,168.12,3,1,1,09_Other Segments
15987,12,7,1451.28,4,4,3,02_Loyal Customers
15988,19,1,158.03,3,1,1,09_Other Segments
15990,44,2,792.11,3,2,3,07_Needs Attention
15992,3,1,41.99,4,1,1,04_New Customers
15993,8,7,2797.57,4,4,4,01_Champions
15994,54,1,427.07,2,1,2,09_Other Segments
15996,88,6,1060.68,2,4,3,06_At Risk
15998,36,5,3089.97,3,3,4,02_Loyal Customers
16000,2,3,12393.7,4,3,4,02_Loyal Customers
16003,29,5,2735.37,3,4,4,02_Loyal Customers
16005,12,4,615.39,4,3,2,03_Promising
16006,211,1,101.4,1,1,1,08_Lost Customers
16007,47,4,1701.94,3,3,4,02_Loyal Customers
16008,23,3,478.78,3,3,2,07_Needs Attention
16009,22,4,992.71,3,3,3,02_Loyal Customers
16010,245,3,407.5,1,3,2,09_Other Segments
16011,8,16,3362.71,4,4,4,01_Champions
16012,35,3,1415.29,3,3,3,02_Loyal Customers
16013,3,47,37130.6,4,4,4,01_Champions
16014,37,3,662.38,3,3,2,07_Needs Attention
16015,3,3,705.39,4,3,3,02_Loyal Customers
16016,3,8,1508.76,4,4,3,02_Loyal Customers
16017,47,1,211.88,3,1,1,09_Other Segments
16018,39,2,408.9,3,2,2,07_Needs Attention
16019,46,9,3786.24,3,4,4,02_Loyal Customers
16020,16,3,851.01,4,3,3,02_Loyal Customers
16022,260,1,628.28,1,1,2,08_Lost Customers
16023,46,3,719.81,3,3,3,02_Loyal Customers
16024,12,1,251.24,4,2,1,09_Other Segments
16025,29,1,439.66,3,1,2,09_Other Segments
16026,43,1,236.09,3,1,1,09_Other Segments
16027,91,6,934.62,2,4,3,06_At Risk
16029,38,63,81024.84,3,4,4,02_Loyal Customers
16030,309,1,331.24,1,1,2,08_Lost Customers
16031,92,2,548.94,2,2,2,07_Needs Attention
16033,5,20,8816.4,4,4,4,01_Champions
16034,196,3,437.7,1,3,2,09_Other Segments
16036,87,2,758.92,2,2,3,07_Needs Attention
16037,269,3,855.02,1,3,3,06_At Risk
16038,7,3,471.78,4,3,2,03_Promising
16040,65,3,1313.55,2,3,3,06_At Risk
16041,30,3,3166.4,3,3,4,02_Loyal Customers
16042,22,5,1197.27,3,4,3,02_Loyal Customers
16043,37,4,773.99,3,3,3,02_Loyal Customers
16045,119,4,1340.7,2,3,3,06_At Risk
16048,373,2,256.44,1,2,1,08_Lost Customers
